ObjectName,"ObjectType (from static file, if available)",StartFrame (first frame where object is relevant),EndFrame (last frame where object is relevant),"StartPosition (x,y,z at StartFrame)","EndPosition (x,y,z at EndFrame)",AvgSpeed (avg world units per frame),VisibilityRatio (fraction of frames visible),SizeChange (grow/shrink/stable),RelativeSize (approx. size compared to average scene object),PathSummary (detailed 3D path narrative),MovementSummary (short overall description)
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinPlanter02,Mesh,8,12,"[950.48,3.37,79.4]","[835.863,6.9,106.123]",117.7439438697379,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 3.53 units, moves 117.69 units right-forward. Frame 9→10: quickly descends 3.53 units, moves 117.69 units right-forward. Frame 10→11: quickly descends 3.53 units, moves 117.69 units right-forward. Frame 11→12: quickly descends 3.53 units, moves 117.69 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_NorthPass/Sector/Rocks/rockCrag03,Mesh,8,12,"[-235.02,32.56,689.8]","[-122.134,14.98,716.644]",117.35802372228328,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.58 units, moves 116.03 units left-forward. Frame 9→10: quickly rises 17.58 units, moves 116.03 units left-forward. Frame 10→11: quickly rises 17.58 units, moves 116.03 units left-forward. Frame 11→12: quickly rises 17.58 units, moves 116.03 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Mountains/mtnBluffQuar02 (5)/mountaintop,Mesh,8,12,"[-714.34,24.17,-872.05]","[-663.42,41.851,-976.088]",117.17239267421319,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 17.68 units, moves 115.83 units left-backward. Frame 9→10: quickly descends 17.68 units, moves 115.83 units left-backward. Frame 10→11: quickly descends 17.68 units, moves 115.83 units left-backward. Frame 11→12: quickly descends 17.68 units, moves 115.83 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk02,Mesh,8,12,"[-595.293,0.354,-279.885]","[-595.291,12.56,-164.092]",116.43455367286806,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 12.21 units, moves 115.79 units left-forward. Frame 9→10: quickly descends 12.21 units, moves 115.79 units left-forward. Frame 10→11: quickly descends 12.21 units, moves 115.79 units left-forward. Frame 11→12: quickly descends 12.21 units, moves 115.79 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneSEA/Sea/seaKillCube,Mesh,8,12,"[-4.0,-29.4,210.0]","[96.973,-29.4,-140.334]",113.23483238763363,1.0,stable,huge,Starts near the ground. Frame 8→9: quickly moves 369.51 units right-forward. Frame 9→10: quickly moves 27.53 units left-backward. Frame 10→11: quickly moves 26.04 units left-forward. Frame 11→12: quickly moves 29.86 units left-forward.,Very large object moves quickly along a complex 3D path.
zoneSEA/Sea/seaViewCube,Mesh,8,12,"[-4.0,-15.75,210.0]","[96.973,-15.75,-140.334]",113.23483238763363,1.0,stable,huge,Starts near the ground. Frame 8→9: quickly moves 369.51 units right-forward. Frame 9→10: quickly moves 27.53 units left-backward. Frame 10→11: quickly moves 26.04 units left-forward. Frame 11→12: quickly moves 29.86 units left-forward.,Very large object moves quickly along a complex 3D path.
zoneSEA/Sea/seaRender/Clouds 1Pass,Mesh,8,12,"[-4.0,-7.1,210.0]","[96.973,-7.1,-140.334]",113.23483238763363,1.0,stable,huge,Starts near the ground. Frame 8→9: quickly moves 369.51 units right-forward. Frame 9→10: quickly moves 27.53 units left-backward. Frame 10→11: quickly moves 26.04 units left-forward. Frame 11→12: quickly moves 29.86 units left-forward.,Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthWest/Sector/Cliffs/cliffDesert17,Mesh,8,12,"[-72.412,1020.364,574.018]","[-66.328,1019.648,690.148]",116.29146405476197,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.72 units, moves 116.29 units left-forward. Frame 9→10: quickly rises 0.72 units, moves 116.29 units left-forward. Frame 10→11: quickly rises 0.72 units, moves 116.29 units left-forward. Frame 11→12: quickly rises 0.72 units, moves 116.29 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk01,Mesh,8,12,"[501.583,1.8,742.547]","[410.789,19.794,673.154]",115.6837193428704,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 17.99 units, moves 114.28 units right-backward. Frame 9→10: quickly descends 17.99 units, moves 114.28 units right-backward. Frame 10→11: quickly descends 17.99 units, moves 114.28 units right-backward. Frame 11→12: quickly descends 17.99 units, moves 114.28 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (1)/areaCragChunk03,Mesh,8,12,"[501.643,1.021,741.387]","[409.632,18.948,673.657]",115.6492730197643,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 17.93 units, moves 114.25 units right-backward. Frame 9→10: quickly descends 17.93 units, moves 114.25 units right-backward. Frame 10→11: quickly descends 17.93 units, moves 114.25 units right-backward. Frame 11→12: quickly descends 17.93 units, moves 114.25 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk01,Mesh,8,12,"[-595.24,3.245,-277.99]","[-596.272,14.534,-162.955]",115.59220462470641,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 11.29 units, moves 115.04 units right-forward. Frame 9→10: quickly descends 11.29 units, moves 115.04 units right-forward. Frame 10→11: quickly descends 11.29 units, moves 115.04 units right-forward. Frame 11→12: quickly descends 11.29 units, moves 115.04 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/ruinWall01,Mesh,8,12,"[958.996,-10.95,98.97]","[847.01,7.599,120.505]",115.53651293855116,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 18.55 units, moves 114.04 units right-forward. Frame 9→10: quickly descends 18.55 units, moves 114.04 units right-forward. Frame 10→11: quickly descends 18.55 units, moves 114.04 units right-forward. Frame 11→12: quickly descends 18.55 units, moves 114.04 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (3)/LoDMesh,Mesh,8,12,"[958.996,-10.95,98.97]","[847.01,7.599,120.505]",115.53651293855116,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 18.55 units, moves 114.04 units right-forward. Frame 9→10: quickly descends 18.55 units, moves 114.04 units right-forward. Frame 10→11: quickly descends 18.55 units, moves 114.04 units right-forward. Frame 11→12: quickly descends 18.55 units, moves 114.04 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk02,Mesh,8,12,"[409.122,15.494,668.293]","[498.295,2.222,740.546]",115.53556128742356,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 13.27 units, moves 114.77 units left-forward. Frame 9→10: quickly rises 13.27 units, moves 114.77 units left-forward. Frame 10→11: quickly rises 13.27 units, moves 114.77 units left-forward. Frame 11→12: quickly rises 13.27 units, moves 114.77 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/LoDMesh,Mesh,8,12,"[958.996,-10.95,112.762]","[847.01,7.599,92.135]",115.37071866812653,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 18.55 units, moves 113.87 units right-backward. Frame 9→10: quickly descends 18.55 units, moves 113.87 units right-backward. Frame 10→11: quickly descends 18.55 units, moves 113.87 units right-backward. Frame 11→12: quickly descends 18.55 units, moves 113.87 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Solid Filler/ruinWall01 (2)/ruinWall01,Mesh,8,12,"[958.996,-10.95,112.762]","[847.01,7.599,92.135]",115.37071866812653,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 18.55 units, moves 113.87 units right-backward. Frame 9→10: quickly descends 18.55 units, moves 113.87 units right-backward. Frame 10→11: quickly descends 18.55 units, moves 113.87 units right-backward. Frame 11→12: quickly descends 18.55 units, moves 113.87 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk01,Mesh,8,12,"[410.075,17.468,669.454]","[497.666,4.554,742.206]",114.59410185956348,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 12.91 units, moves 113.86 units left-forward. Frame 9→10: quickly rises 12.91 units, moves 113.86 units left-forward. Frame 10→11: quickly rises 12.91 units, moves 113.86 units left-forward. Frame 11→12: quickly rises 12.91 units, moves 113.86 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD3,Mesh,8,12,"[-247.12,16.199,-859.9]","[-225.815,24.156,-1005.458]",147.32395676874825,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 9→10: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 10→11: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 11→12: quickly descends 7.96 units, moves 147.11 units left-backward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD1,Mesh,8,12,"[-247.12,16.199,-859.9]","[-225.815,24.156,-1005.458]",147.32395676874825,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 9→10: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 10→11: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 11→12: quickly descends 7.96 units, moves 147.11 units left-backward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD0,Mesh,8,12,"[-247.12,16.199,-859.9]","[-225.815,24.156,-1005.458]",147.32395676874825,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 9→10: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 10→11: quickly descends 7.96 units, moves 147.11 units left-backward. Frame 11→12: quickly descends 7.96 units, moves 147.11 units left-backward.",Large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk03,Mesh,8,12,"[-596.881,1.932,-277.728]","[-597.195,13.688,-163.815]",114.51844262388484,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 11.76 units, moves 113.91 units right-forward. Frame 9→10: quickly descends 11.76 units, moves 113.91 units right-forward. Frame 10→11: quickly descends 11.76 units, moves 113.91 units right-forward. Frame 11→12: quickly descends 11.76 units, moves 113.91 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/mossDrape02 (1)/drapeMoss01,Mesh,8,12,"[-700.302,18.465,-963.608]","[-753.497,14.494,-826.472]",147.14536812961524,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 3.97 units, moves 147.09 units right-forward. Frame 9→10: quickly rises 3.97 units, moves 147.09 units right-forward. Frame 10→11: quickly rises 3.97 units, moves 147.09 units right-forward. Frame 11→12: quickly rises 3.97 units, moves 147.09 units right-forward.",Large object moves quickly along a complex 3D path.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Flora/valley_tree04,Mesh,8,12,"[292.256,26.011,-1018.185]","[238.403,8.716,-919.082]",114.10813837321153,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 9→10: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 10→11: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 11→12: quickly rises 17.30 units, moves 112.79 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Flora/valley_tree04/LOD1,Mesh,8,12,"[292.256,26.011,-1018.185]","[238.403,8.716,-919.082]",114.10813837321153,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 9→10: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 10→11: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 11→12: quickly rises 17.30 units, moves 112.79 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Flora/valley_tree04/LOD2,Mesh,8,12,"[292.256,26.011,-1018.185]","[238.403,8.716,-919.082]",114.10813837321153,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 9→10: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 10→11: quickly rises 17.30 units, moves 112.79 units right-forward. Frame 11→12: quickly rises 17.30 units, moves 112.79 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_Home/Sector/Solid FIller/moundSand02b,Mesh,8,12,"[149.84,25.98,-163.65]","[72.9,12.22,-80.84]",113.87096776615188,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 13.76 units, moves 113.04 units right-forward. Frame 9→10: quickly rises 13.76 units, moves 113.04 units right-forward. Frame 10→11: quickly rises 13.76 units, moves 113.04 units right-forward. Frame 11→12: quickly rises 13.76 units, moves 113.04 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_AshIsle/Sector/Solid Filler/areaCrag01 (2)/areaCragChunk03,Mesh,8,12,"[409.07,16.622,670.216]","[496.293,3.554,741.624]",113.48007233430901,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 13.07 units, moves 112.73 units left-forward. Frame 9→10: quickly rises 13.07 units, moves 112.73 units left-forward. Frame 10→11: quickly rises 13.07 units, moves 112.73 units left-forward. Frame 11→12: quickly rises 13.07 units, moves 112.73 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_DonutHole/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[351.6,28.48,215.7]","[336.4,19.0,104.3]",112.83115881705726,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 9.48 units, moves 112.43 units right-backward. Frame 9→10: quickly rises 9.48 units, moves 112.43 units right-backward. Frame 10→11: quickly rises 9.48 units, moves 112.43 units right-backward. Frame 11→12: quickly rises 9.48 units, moves 112.43 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/ruinDesertPillar01/ruinPillar01,Mesh,8,12,"[-33.069,1023.82,396.536]","[-54.9,1024.831,507.17]",112.77187875529964,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 1.01 units, moves 112.77 units right-forward. Frame 9→10: quickly descends 1.01 units, moves 112.77 units right-forward. Frame 10→11: quickly descends 1.01 units, moves 112.77 units right-forward. Frame 11→12: quickly descends 1.01 units, moves 112.77 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/ruinDesertPillar01 (1)/LoDMesh,Mesh,8,12,"[42.56,1046.551,646.94]","[152.539,1024.042,647.258]",112.25923857749972,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 22.51 units, moves 109.98 units left-forward. Frame 9→10: quickly rises 22.51 units, moves 109.98 units left-forward. Frame 10→11: quickly rises 22.51 units, moves 109.98 units left-forward. Frame 11→12: quickly rises 22.51 units, moves 109.98 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/ruinDesertPillar01 (1)/ruinPillar01,Mesh,8,12,"[152.539,1024.042,647.258]","[42.56,1046.551,646.94]",112.25923857749972,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 22.51 units, moves 109.98 units right-backward. Frame 9→10: quickly descends 22.51 units, moves 109.98 units right-backward. Frame 10→11: quickly descends 22.51 units, moves 109.98 units right-backward. Frame 11→12: quickly descends 22.51 units, moves 109.98 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SnakingPassage/Sector/Mountains/mtnBluffReef01/mountaintop,Mesh,8,12,"[141.47,1038.17,345.79]","[36.59,1075.79,337.56]",111.72650401762328,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 37.62 units, moves 105.20 units right-backward. Frame 9→10: quickly descends 37.62 units, moves 105.20 units right-backward. Frame 10→11: quickly descends 37.62 units, moves 105.20 units right-backward. Frame 11→12: quickly descends 37.62 units, moves 105.20 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Solid Filler/valley_rockLip02,Mesh,8,12,"[305.775,31.614,-1008.016]","[214.72,54.04,-947.7]",111.49869217618648,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 22.43 units, moves 109.22 units right-forward. Frame 9→10: quickly descends 22.43 units, moves 109.22 units right-forward. Frame 10→11: quickly descends 22.43 units, moves 109.22 units right-forward. Frame 11→12: quickly descends 22.43 units, moves 109.22 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Solid Filler/moundSand03/Rocks,Mesh,8,12,"[-52.02,1024.78,374.25]","[-37.293,1024.774,484.77]",111.49688320755875,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.01 units, moves 111.50 units left-forward. Frame 9→10: quickly rises 0.01 units, moves 111.50 units left-forward. Frame 10→11: quickly rises 0.01 units, moves 111.50 units left-forward. Frame 11→12: quickly rises 0.01 units, moves 111.50 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Solid Filler/moundSand03,Mesh,8,12,"[-52.02,1024.78,374.25]","[-37.293,1024.774,484.77]",111.49688320755875,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.01 units, moves 111.50 units left-forward. Frame 9→10: quickly rises 0.01 units, moves 111.50 units left-forward. Frame 10→11: quickly rises 0.01 units, moves 111.50 units left-forward. Frame 11→12: quickly rises 0.01 units, moves 111.50 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Mountains/mtnSpireQuar04/mountaintop,Mesh,8,12,"[-276.82,27.93,-889.25]","[-106.5,31.551,-1027.348]",109.65066306799059,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 3.62 units, moves 219.27 units left-backward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly descends 3.62 units, moves 219.27 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Solid Filler/glassShard04 (1),Mesh,8,12,"[74.506,1034.804,701.869]","[48.479,1027.753,594.438]",110.7634465471349,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 7.05 units, moves 110.54 units right-backward. Frame 9→10: quickly rises 7.05 units, moves 110.54 units right-backward. Frame 10→11: quickly rises 7.05 units, moves 110.54 units right-backward. Frame 11→12: quickly rises 7.05 units, moves 110.54 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationMoss_FlowerField/Sector/Deco/mossDrape01 (1),Mesh,8,12,"[633.59,15.24,1099.29]","[682.4,13.08,1198.53]",110.61491445551091,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 2.16 units, moves 110.59 units left-forward. Frame 9→10: quickly rises 2.16 units, moves 110.59 units left-forward. Frame 10→11: quickly rises 2.16 units, moves 110.59 units left-forward. Frame 11→12: quickly rises 2.16 units, moves 110.59 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_FlowerField/Sector/Deco/mossDrape01 (1),Mesh,8,12,"[-307.61,15.24,507.19]","[-258.8,13.08,606.43]",110.61491445551088,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 2.16 units, moves 110.59 units left-forward. Frame 9→10: quickly rises 2.16 units, moves 110.59 units left-forward. Frame 10→11: quickly rises 2.16 units, moves 110.59 units left-forward. Frame 11→12: quickly rises 2.16 units, moves 110.59 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_AshIsle/Sector/Main Nav/cliffBase02,Mesh,8,12,"[372.69,-4.19,657.65]","[479.93,14.584,674.81]",110.21500023136598,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 18.77 units, moves 108.60 units left-forward. Frame 9→10: quickly descends 18.77 units, moves 108.60 units left-forward. Frame 10→11: quickly descends 18.77 units, moves 108.60 units left-forward. Frame 11→12: quickly descends 18.77 units, moves 108.60 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneQUARRY/cellQuarry_CrystalVolcano/Sector/Mountains/mtnBluffQuar02/mountaintop,Mesh,8,12,"[433.94,42.9,145.69]","[452.06,35.44,253.66]",109.73380017114144,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 7.46 units, moves 109.48 units left-forward. Frame 9→10: quickly rises 7.46 units, moves 109.48 units left-forward. Frame 10→11: quickly rises 7.46 units, moves 109.48 units left-forward. Frame 11→12: quickly rises 7.46 units, moves 109.48 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Archipelago/Sector/Main Nav/cliffBase02,Mesh,8,12,"[-369.8,-2.03,700.92]","[-425.31,-5.2,795.49]",109.70366402267523,1.0,stable,huge,"Starts near the ground. Takes off from near the ground. Frame 8→9: quickly rises 3.17 units, moves 109.66 units right-forward. Frame 9→10: quickly rises 3.17 units, moves 109.66 units right-forward. Frame 10→11: quickly rises 3.17 units, moves 109.66 units right-forward. Frame 11→12: quickly rises 3.17 units, moves 109.66 units right-forward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneVALLEY/cellValley_RaceTrack2/Sector/Flora/valley_tree03/LOD1,Mesh,8,12,"[-263.36,16.131,-852.628]","[-178.69,25.51,-1051.37]",108.11493549112438,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 9.38 units, moves 216.03 units left-backward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly descends 9.38 units, moves 216.03 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_SeaSteps/Sector/Solid Filler/areaCrag01/areaCragChunk01,Mesh,8,12,"[334.248,0.814,59.318]","[333.658,1.278,-49.765]",109.08558238832481,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 9→10: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 10→11: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 11→12: quickly descends 0.46 units, moves 109.08 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_SeaSteps/Sector/Solid Filler/areaCrag01/areaCragChunk02,Mesh,8,12,"[335.29,-1.16,60.4]","[334.7,-0.696,-48.683]",109.08558238832481,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 9→10: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 10→11: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 11→12: quickly descends 0.46 units, moves 109.08 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_SeaSteps/Sector/Solid Filler/areaCrag01/areaCragChunk03,Mesh,8,12,"[335.19,-0.032,58.478]","[334.6,0.432,-50.605]",109.08558238832481,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 9→10: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 10→11: quickly descends 0.46 units, moves 109.08 units right-backward. Frame 11→12: quickly descends 0.46 units, moves 109.08 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (8)/grassThinColony01_LOD3,Mesh,8,12,"[-608.701,19.7,-923.953]","[-775.372,19.72,-820.751]",196.0353933477319,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly descends 0.02 units, moves 196.04 units right-forward. Frame 9→10: quickly descends 0.02 units, moves 196.04 units right-forward. Frame 10→11: quickly descends 0.02 units, moves 196.04 units right-forward. Frame 11→12: quickly descends 0.02 units, moves 196.04 units right-forward.",Object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (8)/grassThinColony01_LOD1,Mesh,8,12,"[-775.372,19.72,-820.751]","[-608.701,19.7,-923.953]",196.0353933477319,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 9→10: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 10→11: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 11→12: quickly rises 0.02 units, moves 196.04 units left-backward.",Object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (8)/grassThinColony01_LOD2,Mesh,8,12,"[-775.372,19.72,-820.751]","[-608.701,19.7,-923.953]",196.0353933477319,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 9→10: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 10→11: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 11→12: quickly rises 0.02 units, moves 196.04 units left-backward.",Object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony01 (8)/grassThinColony01_LOD0,Mesh,8,12,"[-775.372,19.72,-820.751]","[-608.701,19.7,-923.953]",196.0353933477319,1.0,stable,medium,"Starts in the air. Frame 8→9: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 9→10: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 10→11: quickly rises 0.02 units, moves 196.04 units left-backward. Frame 11→12: quickly rises 0.02 units, moves 196.04 units left-backward.",Object moves quickly along a complex 3D path.
zoneRUINS/cellRuins_Overpass/Sector/Solid Filler/moundSand01,Mesh,8,12,"[107.96,23.617,791.74]","[12.11,2.792,744.6]",108.82592855105807,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 20.83 units, moves 106.81 units right-backward. Frame 9→10: quickly rises 20.83 units, moves 106.81 units right-backward. Frame 10→11: quickly rises 20.83 units, moves 106.81 units right-backward. Frame 11→12: quickly rises 20.83 units, moves 106.81 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_SeaTeeth/Sector/Flora/desert_tree03/trunk,Mesh,8,12,"[-869.088,9.756,598.597]","[-832.162,1.752,733.261]",139.8641712090698,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 8.00 units, moves 139.63 units left-forward. Frame 9→10: quickly rises 8.00 units, moves 139.63 units left-forward. Frame 10→11: quickly rises 8.00 units, moves 139.63 units left-forward. Frame 11→12: quickly rises 8.00 units, moves 139.63 units left-forward.",Large object moves quickly along a complex 3D path.
